29.03.2021;2021;Март;еда;атб;537
30.03.2021;2021;Март;еда;овощи;19
30.03.2021;2021;Март;еда;сильпо;487
30.03.2021;2021;Март;Услуги;стрижка;170
31.03.2021;2021;Март;еда;фора;108
31.03.2021;2021;Март;занятия;акробатика;1500
01.04.2021;2021;Апрель;связь;интернет+марина;190
01.04.2021;2021;Апрель;еда;магазин;19
